path,source_root,size_bytes,size_mb,decision_class,decision_reason
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n356.json,shared_data_source,2135133,2.14,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/lucide-react/dist/lucide-react.prefixed.d.ts,app_source,2086404,2.09,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/lucide-react/dist/lucide-react.suffixed.d.ts,app_source,2082540,2.08,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n239.json,shared_data_source,2073098,2.07,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n187.json,shared_data_source,2067285,2.07,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n364.json,shared_data_source,2066441,2.07,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/draco/dist/draco-worker-node.js,app_source,2029864,2.03,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/pandas/_libs/groupby.cpython-313-darwin.so,app_source,2026368,2.03,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/pandas/_libs/groupby.cpython-313-darwin.so,pipeline_source,2026368,2.03,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/pandas/_libs/groupby.cpython-313-darwin.so,pipeline_source,2026368,2.03,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/textures/dist/basis-worker-node.js,app_source,2021837,2.02,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/draco/dist/draco-writer-worker-node.js,app_source,2019536,2.02,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/textures/dist/ktx2-basis-writer-worker-node.js,app_source,2008885,2.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n149.json,shared_data_source,1998291,2.0,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n118.json,shared_data_source,1997913,2.0,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n38.json,shared_data_source,1970534,1.97,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/4. embeddings/v3/mpnet/7.researcher_similarity_matrix_mpnet.csv,pipeline_source,1959065,1.96,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@esri/calcite-components/dist/docs/api.json,app_source,1949184,1.95,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/texture-compressor/bin/darwin/crunch,app_source,1940988,1.94,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n180.json,shared_data_source,1929740,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n182.json,shared_data_source,1929723,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n92.json,shared_data_source,1929382,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n298.json,shared_data_source,1929289,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n73.json,shared_data_source,1929090,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/4. embeddings/v3/openai/7.researcher_similarity_matrix_openai.csv,pipeline_source,1925016,1.93,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/3. final/2. profiles_publications_since2019_fixed.csv,shared_data_source,1921276,1.92,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/1. raw/0. profiles/profiles_publications_since2019_n_id_fixed.csv,shared_data_source,1921276,1.92,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/1. raw/0. profiles/profiles_publications_since2019.csv,shared_data_source,1917699,1.92,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-report-app-v3/latex/report.pdf,report_source,1908945,1.91,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_missing_targets.csv,pipeline_source,1906532,1.91,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n236.json,shared_data_source,1902891,1.9,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/.dylibs/libgfortran.5.dylib,app_source,1901520,1.9,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/.dylibs/libgfortran.5.dylib,pipeline_source,1901520,1.9,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/.dylibs/libgfortran.5.dylib,pipeline_source,1901520,1.9,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/objc/_objc.cpython-313-darwin.so,pipeline_source,1899016,1.9,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/rapidfuzz/distance/metrics_cpp.cpython-313-darwin.so,pipeline_source,1881440,1.88,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/typescript/lib/lib.dom.d.ts,app_source,1874901,1.87,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/linalg/_flapack.cpython-313-darwin.so,app_source,1871072,1.87,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/linalg/_flapack.cpython-313-darwin.so,pipeline_source,1871072,1.87,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/linalg/_flapack.cpython-313-darwin.so,pipeline_source,1871072,1.87,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n31.json,shared_data_source,1861188,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n215.json,shared_data_source,1861089,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n108.json,shared_data_source,1860629,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n170.json,shared_data_source,1860590,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n52.json,shared_data_source,1860518,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n87.json,shared_data_source,1860410,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n54.json,shared_data_source,1860114,1.86,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@maplibre/maplibre-gl-style-spec/docs/public/img/src/layer-line.png,app_source,1844760,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/pandas/_libs/hashtable.cpython-313-darwin.so,app_source,1838304,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/pandas/_libs/hashtable.cpython-313-darwin.so,pipeline_source,1838304,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/pandas/_libs/hashtable.cpython-313-darwin.so,pipeline_source,1838304,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/fontTools/misc/bezierTools.c,app_source,1836341,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/fontTools/misc/bezierTools.c,pipeline_source,1836341,1.84,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/v3/2e.all_listed_publications_2019_journal_like_no_abstract.csv,pipeline_source,1813107,1.81,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n371.json,shared_data_source,1791964,1.79,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n20.json,shared_data_source,1791815,1.79,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n390.json,shared_data_source,1791362,1.79,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n237.json,shared_data_source,1783857,1.78,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/PIL/.dylibs/libharfbuzz.0.dylib,app_source,1779344,1.78,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/PIL/.dylibs/libharfbuzz.0.dylib,pipeline_source,1779344,1.78,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@rollup/rollup-darwin-arm64/rollup.darwin-arm64.node,app_source,1763792,1.76,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch/include/ATen/VmapGeneratedPlumbing.h,app_source,1763248,1.76,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch/include/ATen/VmapGeneratedPlumbing.h,pipeline_source,1763248,1.76,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch/include/ATen/VmapGeneratedPlumbing.h,pipeline_source,1763248,1.76,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n238.json,shared_data_source,1733201,1.73,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n368.json,shared_data_source,1724024,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n3.json,shared_data_source,1723360,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n135.json,shared_data_source,1723280,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n27.json,shared_data_source,1723011,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n111.json,shared_data_source,1722960,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n76.json,shared_data_source,1722391,1.72,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/special/cython_special.cpython-313-darwin.so,app_source,1696344,1.7,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/special/cython_special.cpython-313-darwin.so,pipeline_source,1696344,1.7,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/special/cython_special.cpython-313-darwin.so,pipeline_source,1696344,1.7,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@arcgis/core/assets/esri/rest/knowledgeGraph/wasmInterface/arcgis-knowledge-client-core-simd.wasm,app_source,1692143,1.69,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@arcgis/core/assets/esri/rest/knowledgeGraph/wasmInterface/arcgis-knowledge-client-core.wasm,app_source,1681688,1.68,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/mapbox-gl/dist/mapbox-gl.js,app_source,1674923,1.67,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n37.json,shared_data_source,1654323,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n359.json,shared_data_source,1654298,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n240.json,shared_data_source,1654098,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n360.json,shared_data_source,1654056,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n196.json,shared_data_source,1653934,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n160.json,shared_data_source,1653833,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_crossref_updated.csv,pipeline_source,1650274,1.65,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n389.json,shared_data_source,1631207,1.63,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/mapbox-gl/dist/mapbox-gl-csp.js,app_source,1624132,1.62,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/pandas/_libs/algos.cpython-313-darwin.so,app_source,1615496,1.62,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/pandas/_libs/algos.cpython-313-darwin.so,pipeline_source,1615496,1.62,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/pandas/_libs/algos.cpython-313-darwin.so,pipeline_source,1615496,1.62,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/rapidfuzz/fuzz_cpp.cpython-313-darwin.so,pipeline_source,1599440,1.6,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n306.json,shared_data_source,1586313,1.59,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n336.json,shared_data_source,1585411,1.59,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n178.json,shared_data_source,1585278,1.59,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n82.json,shared_data_source,1584991,1.58,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/deck.gl/dist.min.js,app_source,1570168,1.57,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_published.csv,pipeline_source,1565106,1.57,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@deck.gl/core/dist/dist.dev.js,app_source,1559722,1.56,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/.vite/deps/react-dom_client.js.map,app_source,1559148,1.56,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/googleapiclient/discovery_cache/documents/discoveryengine.v1alpha.json,pipeline_source,1536846,1.54,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@esri/calcite-components/dist/docs/docs.json,app_source,1521766,1.52,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/v3/2e.all_listed_publications_2019_books_other_abstracts.csv,pipeline_source,1518436,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n254.json,shared_data_source,1516647,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n385.json,shared_data_source,1516580,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n8.json,shared_data_source,1516574,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n57.json,shared_data_source,1516312,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n14.json,shared_data_source,1516225,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n130.json,shared_data_source,1515875,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n394.json,shared_data_source,1515815,1.52,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/sklearn/_loss/_loss.cpython-313-darwin.so,app_source,1494032,1.49,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/sklearn/_loss/_loss.cpython-313-darwin.so,pipeline_source,1494032,1.49,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/sklearn/_loss/_loss.cpython-313-darwin.so,pipeline_source,1494032,1.49,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/profiles_publications_missing_final_full.bak,pipeline_source,1493157,1.49,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch-2.10.0.dist-info/RECORD,app_source,1477169,1.48,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch-2.10.0.dist-info/RECORD,pipeline_source,1477169,1.48,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch-2.10.0.dist-info/RECORD,pipeline_source,1477169,1.48,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n155.json,shared_data_source,1461121,1.46,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/textures/src/libs/basis_encoder.wasm,app_source,1460592,1.46,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@loaders.gl/textures/dist/libs/basis_encoder.wasm,app_source,1460592,1.46,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/O'Neill_Desmond.html,pipeline_source,1449975,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n212.json,shared_data_source,1448021,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n35.json,shared_data_source,1447761,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n1.json,shared_data_source,1447571,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n223.json,shared_data_source,1447352,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n393.json,shared_data_source,1447261,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n144.json,shared_data_source,1447210,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n56.json,shared_data_source,1447128,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n62.json,shared_data_source,1446892,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n49.json,shared_data_source,1446878,1.45,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/1. raw/0. profiles/O'Neill_Desmond.html,shared_data_source,1443624,1.44,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/LLM batches 1/batch_tracking/batch_output_batch_695fa1aaaee48190915ecfc421dd3523.jsonl,shared_data_source,1436966,1.44,A,safe to commit if required
